Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
31-03-2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,16
31-03-2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,136
31-03-2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,99
31-03-2021,900,Geriatric Medicine,Adult,65+,12-15 Months,1
31-03-2021,1100,Haematology,Adult,16-64,15-18 Months,70
31-03-2021,1100,Haematology,Adult,16-64,18 Months +,192
31-03-2021,1100,Haematology,Adult,65+, 0-3 Months,105
31-03-2021,1100,Haematology,Adult,65+, 3-6 Months,92
31-03-2021,1100,Haematology,Adult,65+,12-15 Months,39
31-03-2021,1300,Neurology,Adult,16-64,15-18 Months,220
31-03-2021,1300,Neurology,Adult,16-64,18 Months +,1597
31-03-2021,1300,Neurology,Adult,65+, 0-3 Months,85
31-03-2021,1503,Gynaecology,Adult,65+, 0-3 Months,59
31-03-2021,1600,Oncology,Adult,65+, 3-6 Months,2
31-03-2021,1600,Oncology,Adult,65+,12-15 Months,1
31-03-2021,1700,Ophthalmology,Adult,0-15,18 Months +,2
31-03-2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,1191
31-03-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,457
31-03-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,212
31-03-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,287
31-03-2021,1700,Ophthalmology,Adult,16-64,18 Months +,429
31-03-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,626
31-03-2021,1800,Orthopaedics,Adult,0-15, 3-6 Months,2
31-03-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,129
31-03-2021,2000,Plastic Surgery,Adult,16-64, 0-3 Months,161
31-03-2021,2000,Plastic Surgery,Adult,16-64, 9-12 Months,62
31-03-2021,2000,Plastic Surgery,Adult,65+, 3-6 Months,32
31-03-2021,2000,Plastic Surgery,Adult,65+, 6-9 Months,28
31-03-2021,2000,Plastic Surgery,Adult,65+,12-15 Months,26
31-03-2021,2100,Psychiatry,Adult,16-64, 3-6 Months,28
31-03-2021,2100,Psychiatry,Adult,65+,15-18 Months,1
31-03-2021,2200,Radiology,Adult,16-64, 3-6 Months,1
31-03-2021,2200,Radiology,Adult,16-64, 6-9 Months,1
31-03-2021,2200,Radiology,Adult,16-64,12-15 Months,2
31-03-2021,2300,Nephrology,Adult,16-64,15-18 Months,1
31-03-2021,2300,Nephrology,Adult,65+, 0-3 Months,64
31-03-2021,2300,Nephrology,Adult,65+, 3-6 Months,16
31-03-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,27
31-03-2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,95
31-03-2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,37
31-03-2021,2400,Respiratory Medicine,Adult,65+,18 Months +,58
31-03-2021,2500,Rheumatology,Adult,16-64, 3-6 Months,209
31-03-2021,2500,Rheumatology,Adult,16-64,12-15 Months,101
31-03-2021,2500,Rheumatology,Adult,65+,15-18 Months,30
31-03-2021,2600,General Surgery,Adult,0-15, 3-6 Months,5
31-03-2021,2600,General Surgery,Adult,16-64, 0-3 Months,1602
31-03-2021,2600,General Surgery,Adult,16-64, 3-6 Months,651
31-03-2021,2600,General Surgery,Adult,16-64, 6-9 Months,10
31-03-2021,2600,General Surgery,Adult,16-64, 9-12 Months,4
31-03-2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,160
31-03-2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,114
31-03-2021,2604,Vascular Surgery,Adult,16-64, 9-12 Months,70
31-03-2021,2604,Vascular Surgery,Adult,16-64,18 Months +,135
31-03-2021,2604,Vascular Surgery,Adult,65+, 3-6 Months,117
31-03-2021,2604,Vascular Surgery,Adult,65+,12-15 Months,30
31-03-2021,2700,Infectious Diseases,Adult,65+, 0-3 Months,7
31-03-2021,6200,Clinical Neurophysiology,Adult,65+, 0-3 Months,5
31-03-2021,7600,Cardio-Thoracic Surgery,Adult,16-64, 0-3 Months,48
31-03-2021,7600,Cardio-Thoracic Surgery,Adult,16-64, 9-12 Months,3
31-03-2021,7600,Cardio-Thoracic Surgery,Adult,65+, 3-6 Months,13
31-03-2021,7600,Cardio-Thoracic Surgery,Adult,65+, 6-9 Months,5
31-03-2021,7600,Cardio-Thoracic Surgery,Adult,65+,12-15 Months,3
31-03-2021,7700,Metabolic Medicine,Adult,65+,15-18 Months,1
31-03-2021,7700,Metabolic Medicine,Adult,65+,18 Months +,2
31-03-2021,7800,Urology,Adult,0-15, 0-3 Months,1
31-03-2021,7800,Urology,Adult,16-64, 3-6 Months,307
31-03-2021,7800,Urology,Adult,16-64,12-15 Months,184
31-03-2021,7800,Urology,Adult,65+,15-18 Months,82
31-03-2021,8003,Pain Relief,Adult,16-64,15-18 Months,142
31-03-2021,8003,Pain Relief,Adult,16-64,18 Months +,373
31-03-2021,8003,Pain Relief,Adult,65+, 0-3 Months,57
31-03-2021,8003,Pain Relief,Adult,65+, 3-6 Months,42
31-03-2021,8003,Pain Relief,Adult,65+, 9-12 Months,31
31-03-2021,8003,Pain Relief,Adult,65+,12-15 Months,35
31-03-2021,100,Cardiology,Adult,16-64, 3-6 Months,238
31-03-2021,100,Cardiology,Adult,16-64, 6-9 Months,196
31-03-2021,100,Cardiology,Adult,16-64, 9-12 Months,86
31-03-2021,100,Cardiology,Adult,16-64,12-15 Months,163
31-03-2021,300,Dermatology,Adult,0-15, 0-3 Months,3
31-03-2021,300,Dermatology,Adult,16-64, 3-6 Months,362
31-03-2021,300,Dermatology,Adult,16-64, 6-9 Months,219
31-03-2021,300,Dermatology,Adult,16-64, 9-12 Months,129
31-03-2021,300,Dermatology,Adult,16-64,12-15 Months,152
31-03-2021,400,Endocrinology,Adult,16-64,15-18 Months,98
31-03-2021,400,Endocrinology,Adult,65+,18 Months +,93
31-03-2021,600,Otolaryngology (ENT),Adult,0-15, 3-6 Months,1
31-03-2021,600,Otolaryngology (ENT),Adult,0-15, 6-9 Months,1
31-03-2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,52
31-03-2021,700,Gastro-Enterology,Adult,0-15, 3-6 Months,1
31-03-2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,139
31-03-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,115
31-03-2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,71
31-03-2021,700,Gastro-Enterology,Adult,65+,15-18 Months,10
31-03-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,9
31-03-2021,900,Geriatric Medicine,Adult,16-64, 6-9 Months,2
31-03-2021,900,Geriatric Medicine,Adult,16-64, 9-12 Months,2
31-03-2021,1100,Haematology,Adult,16-64, 0-3 Months,119
31-03-2021,1100,Haematology,Adult,65+, 6-9 Months,28
31-03-2021,1100,Haematology,Adult,65+, 9-12 Months,9
31-03-2021,1100,Haematology,Adult,65+,12-15 Months,17
31-03-2021,1300,Neurology,Adult,16-64, 0-3 Months,475
31-03-2021,1300,Neurology,Adult,16-64,18 Months +,218
31-03-2021,1300,Neurology,Adult,65+, 3-6 Months,46
31-03-2021,1300,Neurology,Adult,65+, 6-9 Months,29
31-03-2021,1300,Neurology,Adult,65+, 9-12 Months,12
31-03-2021,1300,Neurology,Adult,65+,12-15 Months,34
31-03-2021,1503,Gynaecology,Adult,16-64,15-18 Months,25
31-03-2021,1503,Gynaecology,Adult,16-64,18 Months +,5
31-03-2021,1503,Gynaecology,Adult,65+, 3-6 Months,9
31-03-2021,1503,Gynaecology,Adult,65+, 6-9 Months,6
31-03-2021,1503,Gynaecology,Adult,65+, 9-12 Months,3
31-03-2021,1503,Gynaecology,Adult,65+,12-15 Months,4
31-03-2021,1600,Oncology,Adult,16-64, 0-3 Months,11
31-03-2021,1600,Oncology,Adult,16-64, 3-6 Months,4
31-03-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,23
31-03-2021,1700,Ophthalmology,Adult,65+,15-18 Months,4
31-03-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,319
31-03-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,138
31-03-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,92
31-03-2021,1800,Orthopaedics,Adult,65+,18 Months +,446
31-03-2021,2000,Plastic Surgery,Adult,0-15, 6-9 Months,1
31-03-2021,2000,Plastic Surgery,Adult,16-64, 3-6 Months,163
31-03-2021,2000,Plastic Surgery,Adult,16-64, 6-9 Months,185
31-03-2021,2000,Plastic Surgery,Adult,16-64,12-15 Months,89
31-03-2021,2000,Plastic Surgery,Adult,65+,15-18 Months,28
31-03-2021,2300,Nephrology,Adult,16-64, 0-3 Months,36
31-03-2021,2300,Nephrology,Adult,16-64, 3-6 Months,7
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,286
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,89
31-03-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,663
31-03-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,67
31-03-2021,2400,Respiratory Medicine,Adult,65+, 6-9 Months,47
31-03-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,63
31-03-2021,2500,Rheumatology,Adult,16-64,15-18 Months,186
31-03-2021,2500,Rheumatology,Adult,65+,18 Months +,315
31-03-2021,2604,Vascular Surgery,Adult,0-15,12-15 Months,1
31-03-2021,2604,Vascular Surgery,Adult,16-64, 3-6 Months,28
31-03-2021,2604,Vascular Surgery,Adult,16-64,12-15 Months,30
31-03-2021,2604,Vascular Surgery,Adult,65+,15-18 Months,18
31-03-2021,2700,Infectious Diseases,Adult,16-64, 0-3 Months,174
31-03-2021,2700,Infectious Diseases,Adult,16-64, 9-12 Months,4
31-03-2021,2700,Infectious Diseases,Adult,65+, 3-6 Months,1
31-03-2021,2700,Infectious Diseases,Adult,65+, 6-9 Months,2
31-03-2021,2700,Infectious Diseases,Adult,65+,12-15 Months,1
31-03-2021,7800,Urology,Adult,16-64,15-18 Months,84
31-03-2021,8003,Pain Relief,Adult,16-64, 0-3 Months,113
31-03-2021,8003,Pain Relief,Adult,16-64, 9-12 Months,39
31-03-2021,8003,Pain Relief,Adult,65+, 3-6 Months,39
31-03-2021,8003,Pain Relief,Adult,65+, 6-9 Months,34
31-03-2021,8003,Pain Relief,Adult,65+,12-15 Months,33
31-03-2021,100,Cardiology,Adult,65+, 0-3 Months,16
31-03-2021,100,Cardiology,Adult,65+, 6-9 Months,1
31-03-2021,300,Dermatology,Adult,65+, 0-3 Months,32
31-03-2021,300,Dermatology,Adult,65+, 3-6 Months,19
31-03-2021,300,Dermatology,Adult,65+, 6-9 Months,9
31-03-2021,400,Endocrinology,Adult,16-64, 3-6 Months,9
31-03-2021,400,Endocrinology,Adult,16-64, 6-9 Months,2
31-03-2021,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,93
31-03-2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,86
31-03-2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,68
31-03-2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,29
31-03-2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,65
31-03-2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,482
31-03-2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,275
31-03-2021,700,Gastro-Enterology,Adult,16-64, 9-12 Months,3
31-03-2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,6
31-03-2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,8
31-03-2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,1
31-03-2021,900,Geriatric Medicine,Adult,65+, 6-9 Months,1
31-03-2021,1503,Gynaecology,Adult,65+,15-18 Months,27
31-03-2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,13
31-03-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,1
31-03-2021,1700,Ophthalmology,Adult,16-64,18 Months +,1
31-03-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,1
31-03-2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,3
31-03-2021,2600,General Surgery,Adult,16-64, 0-3 Months,122
31-03-2021,2600,General Surgery,Adult,16-64, 3-6 Months,64
31-03-2021,2600,General Surgery,Adult,16-64, 6-9 Months,33
31-03-2021,2600,General Surgery,Adult,16-64, 9-12 Months,43
31-03-2021,2600,General Surgery,Adult,16-64,12-15 Months,61
31-03-2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,77
31-03-2021,2604,Vascular Surgery,Adult,65+, 3-6 Months,10
31-03-2021,2604,Vascular Surgery,Adult,65+, 6-9 Months,23
31-03-2021,7800,Urology,Adult,16-64, 3-6 Months,15
31-03-2021,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,293
31-03-2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,1556
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,126
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,106
31-03-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,84
31-03-2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,20
31-03-2021,1700,Ophthalmology,Adult,16-64,15-18 Months,347
31-03-2021,1700,Ophthalmology,Adult,65+,18 Months +,2645
31-03-2021,1700,Ophthalmology,Child,0-15, 0-3 Months,97
31-03-2021,1700,Ophthalmology,Child,0-15, 3-6 Months,51
31-03-2021,1700,Ophthalmology,Child,0-15,12-15 Months,44
31-03-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,380
31-03-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,158
31-03-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,81
31-03-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,130
31-03-2021,1800,Orthopaedics,Child,0-15,15-18 Months,10
31-03-2021,1800,Orthopaedics,Child,0-15,18 Months +,4
31-03-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,32
31-03-2021,2500,Rheumatology,Adult,65+, 6-9 Months,6
31-03-2021,100,Cardiology,Adult,16-64, 0-3 Months,95
31-03-2021,100,Cardiology,Adult,16-64,18 Months +,2
31-03-2021,100,Cardiology,Adult,65+, 3-6 Months,18
31-03-2021,100,Cardiology,Adult,65+, 6-9 Months,23
31-03-2021,100,Cardiology,Adult,65+, 9-12 Months,21
31-03-2021,100,Cardiology,Adult,65+,12-15 Months,2
31-03-2021,300,Dermatology,Adult,16-64, 0-3 Months,184
31-03-2021,300,Dermatology,Adult,16-64, 9-12 Months,81
31-03-2021,300,Dermatology,Adult,16-64,18 Months +,407
31-03-2021,300,Dermatology,Adult,65+, 3-6 Months,48
31-03-2021,300,Dermatology,Adult,65+, 6-9 Months,40
31-03-2021,300,Dermatology,Adult,65+,12-15 Months,51
31-03-2021,400,Endocrinology,Adult,16-64, 3-6 Months,96
31-03-2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,140
31-03-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,35
31-03-2021,700,Gastro-Enterology,Adult,16-64, 9-12 Months,13
31-03-2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,85
31-03-2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,84
31-03-2021,900,Geriatric Medicine,Adult,65+, 6-9 Months,69
31-03-2021,1100,Haematology,Adult,16-64,15-18 Months,16
31-03-2021,1100,Haematology,Adult,65+, 0-3 Months,6
31-03-2021,1100,Haematology,Adult,65+, 9-12 Months,2
31-03-2021,1503,Gynaecology,Adult,65+, 0-3 Months,20
31-03-2021,1503,Gynaecology,Adult,65+, 9-12 Months,3
31-03-2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,40
31-03-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,19
31-03-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,12
31-03-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,5
31-03-2021,2000,Plastic Surgery,Adult,16-64, 0-3 Months,10
31-03-2021,2000,Plastic Surgery,Adult,16-64, 6-9 Months,3
31-03-2021,2000,Plastic Surgery,Adult,16-64, 9-12 Months,2
31-03-2021,2000,Plastic Surgery,Adult,16-64,18 Months +,13
31-03-2021,2000,Plastic Surgery,Adult,65+, 3-6 Months,3
31-03-2021,2000,Plastic Surgery,Adult,65+,12-15 Months,17
31-03-2021,2300,Nephrology,Adult,65+, 0-3 Months,19
31-03-2021,2300,Nephrology,Adult,65+, 3-6 Months,4
31-03-2021,2300,Nephrology,Adult,65+, 9-12 Months,3
31-03-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,31
31-03-2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,64
31-03-2021,2400,Respiratory Medicine,Adult,65+, 6-9 Months,21
31-03-2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,9
31-03-2021,2400,Respiratory Medicine,Adult,65+,18 Months +,3
31-03-2021,2500,Rheumatology,Adult,65+,15-18 Months,11
31-03-2021,2600,General Surgery,Adult,16-64, 0-3 Months,294
31-03-2021,2600,General Surgery,Adult,16-64, 3-6 Months,116
31-03-2021,2600,General Surgery,Adult,16-64, 6-9 Months,53
31-03-2021,2600,General Surgery,Adult,16-64, 9-12 Months,7
31-03-2021,2600,General Surgery,Adult,16-64,12-15 Months,6
31-03-2021,7800,Urology,Adult,65+,15-18 Months,22
31-03-2021,400,Endocrinology,Adult,16-64,15-18 Months,1
31-03-2021,1503,Gynaecology,Adult,16-64,18 Months +,1
31-03-2021,1503,Gynaecology,Adult,65+, 0-3 Months,4
31-03-2021,1503,Gynaecology,Adult,65+, 3-6 Months,4
31-03-2021,1503,Gynaecology,Adult,65+, 6-9 Months,6
31-03-2021,1503,Gynaecology,Adult,65+, 9-12 Months,9
31-03-2021,1503,Gynaecology,Adult,65+,12-15 Months,2
31-03-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,3
31-03-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,115
31-03-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,84
31-03-2021,1800,Orthopaedics,Adult,65+,12-15 Months,70
31-03-2021,1800,Orthopaedics,Adult,65+,18 Months +,31
31-03-2021,2600,General Surgery,Adult,0-15, 3-6 Months,1
31-03-2021,2600,General Surgery,Adult,0-15, 6-9 Months,2
31-03-2021,5000,General Medicine,Adult,65+, 0-3 Months,14
31-03-2021,7800,Urology,Adult,65+,15-18 Months,2
31-03-2021,7800,Urology,Adult,65+,18 Months +,1
31-03-2021,100,Cardiology,Adult,16-64, 0-3 Months,11
31-03-2021,100,Cardiology,Adult,16-64, 3-6 Months,22
31-03-2021,100,Cardiology,Adult,16-64, 6-9 Months,27
31-03-2021,100,Cardiology,Adult,16-64, 9-12 Months,6
31-03-2021,100,Cardiology,Adult,16-64,12-15 Months,16
31-03-2021,100,Cardiology,Adult,16-64,18 Months +,44
31-03-2021,300,Dermatology,Adult,16-64, 0-3 Months,35
31-03-2021,300,Dermatology,Adult,16-64, 3-6 Months,50
31-03-2021,300,Dermatology,Adult,16-64, 6-9 Months,30
31-03-2021,300,Dermatology,Adult,16-64, 9-12 Months,14
31-03-2021,300,Dermatology,Adult,16-64,12-15 Months,42
31-03-2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,81
31-03-2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,103
31-03-2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,1
31-03-2021,601,Paediatric ENT,Adult,16-64,18 Months +,7
31-03-2021,1300,Neurology,Adult,16-64, 0-3 Months,4
31-03-2021,1300,Neurology,Adult,65+, 3-6 Months,3
31-03-2021,1300,Neurology,Adult,65+, 6-9 Months,2
31-03-2021,1503,Gynaecology,Adult,16-64,15-18 Months,62
31-03-2021,1503,Gynaecology,Adult,16-64,18 Months +,74
31-03-2021,1503,Gynaecology,Adult,65+, 0-3 Months,20
31-03-2021,1503,Gynaecology,Adult,65+, 3-6 Months,12
31-03-2021,1503,Gynaecology,Adult,65+,12-15 Months,12
31-03-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,16
31-03-2021,1800,Orthopaedics,Adult,65+,15-18 Months,57
31-03-2021,1800,Orthopaedics,Adult,65+,18 Months +,92
31-03-2021,1800,Orthopaedics,Child,0-15, 3-6 Months,6
31-03-2021,1800,Orthopaedics,Child,0-15,12-15 Months,2
31-03-2021,2300,Nephrology,Adult,16-64, 0-3 Months,3
31-03-2021,2300,Nephrology,Adult,65+, 3-6 Months,16
31-03-2021,2300,Nephrology,Adult,65+, 6-9 Months,4
31-03-2021,2300,Nephrology,Adult,65+,12-15 Months,1
31-03-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,66
31-03-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,161
31-03-2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,26
31-03-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,26
31-03-2021,2400,Respiratory Medicine,Adult,65+, 6-9 Months,26
31-03-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,23
31-03-2021,2600,General Surgery,Adult,16-64, 3-6 Months,140
31-03-2021,2600,General Surgery,Adult,16-64,12-15 Months,15
31-03-2021,2600,General Surgery,Adult,65+,15-18 Months,3
31-03-2021,2600,General Surgery,Child,0-15, 3-6 Months,6
31-03-2021,5000,General Medicine,Adult,16-64,15-18 Months,30
31-03-2021,5000,General Medicine,Adult,65+, 0-3 Months,83
31-03-2021,5000,General Medicine,Adult,65+, 3-6 Months,112
31-03-2021,5000,General Medicine,Adult,65+, 9-12 Months,23
31-03-2021,5000,General Medicine,Adult,65+,12-15 Months,15
31-03-2021,0,Small Volume Specialities,Adult,16-64, 9-12 Months,1
31-03-2021,100,Cardiology,Adult,16-64, 3-6 Months,149
31-03-2021,100,Cardiology,Adult,16-64,12-15 Months,128
31-03-2021,100,Cardiology,Adult,65+,15-18 Months,61
31-03-2021,300,Dermatology,Adult,16-64, 3-6 Months,558
31-03-2021,300,Dermatology,Adult,16-64,12-15 Months,329
31-03-2021,300,Dermatology,Adult,65+,15-18 Months,77
31-03-2021,400,Endocrinology,Adult,16-64,18 Months +,1
31-03-2021,400,Endocrinology,Adult,65+, 0-3 Months,32
31-03-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,27
31-03-2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,130
31-03-2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,3
31-03-2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,1
31-03-2021,601,Paediatric ENT,Adult,16-64, 0-3 Months,2
31-03-2021,601,Paediatric ENT,Adult,16-64, 3-6 Months,2
31-03-2021,601,Paediatric ENT,Adult,16-64, 6-9 Months,1
31-03-2021,601,Paediatric ENT,Adult,16-64,12-15 Months,1
31-03-2021,700,Gastro-Enterology,Adult,65+,15-18 Months,2
31-03-2021,1100,Haematology,Adult,16-64, 0-3 Months,66
31-03-2021,1100,Haematology,Adult,16-64, 3-6 Months,15
31-03-2021,1100,Haematology,Adult,16-64, 6-9 Months,5
31-03-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,344
31-03-2021,1503,Gynaecology,Adult,16-64,12-15 Months,110
31-03-2021,1503,Gynaecology,Adult,16-64,18 Months +,1
31-03-2021,1503,Gynaecology,Adult,65+, 0-3 Months,38
31-03-2021,1700,Ophthalmology,Adult,65+,15-18 Months,2
31-03-2021,1700,Ophthalmology,Child,0-15, 0-3 Months,15
31-03-2021,1700,Ophthalmology,Child,0-15, 6-9 Months,1
31-03-2021,1700,Ophthalmology,Child,0-15, 9-12 Months,2
31-03-2021,1800,Orthopaedics,Adult,16-64,18 Months +,2
31-03-2021,1900,Paediatrics,Child,0-15, 0-3 Months,316
31-03-2021,1900,Paediatrics,Child,0-15, 3-6 Months,293
31-03-2021,1900,Paediatrics,Child,0-15, 9-12 Months,119
31-03-2021,1900,Paediatrics,Child,0-15,12-15 Months,85
31-03-2021,2300,Nephrology,Adult,16-64, 3-6 Months,4
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,39
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,43
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,21
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,18
31-03-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,26
31-03-2021,2600,General Surgery,Child,0-15, 0-3 Months,53
31-03-2021,2600,General Surgery,Child,0-15, 3-6 Months,65
31-03-2021,2600,General Surgery,Child,0-15, 6-9 Months,39
31-03-2021,2600,General Surgery,Child,0-15, 9-12 Months,16
31-03-2021,2600,General Surgery,Child,0-15,12-15 Months,24
31-03-2021,2700,Infectious Diseases,Adult,16-64, 3-6 Months,2
31-03-2021,5000,General Medicine,Adult,16-64, 0-3 Months,11
31-03-2021,5000,General Medicine,Adult,16-64, 3-6 Months,3
31-03-2021,5000,General Medicine,Adult,65+, 6-9 Months,11
31-03-2021,5000,General Medicine,Adult,65+, 9-12 Months,1
31-03-2021,7800,Urology,Adult,16-64,15-18 Months,93
31-03-2021,7800,Urology,Adult,65+, 0-3 Months,71
31-03-2021,7800,Urology,Adult,65+, 9-12 Months,39
31-03-2021,7800,Urology,Adult,65+,18 Months +,3
31-03-2021,100,Cardiology,Adult,16-64, 3-6 Months,288
31-03-2021,100,Cardiology,Adult,16-64, 6-9 Months,189
